Date,Position,AUD 1 Day Lag,Australian Dollar Spot,Australia Sell 5Y & Buy 10Y Bo,Australia Sell 2Y & Buy 5Y Bon,AUS/US 10YR,Australia-U.S. 2y Yield Spread,STXE 600 Û Pr,MSCI EM,MARKIT ITRX AUSTRALIA 06/21,S&P 500 INDEX,HANG SENG CHINA ENT INDX,S&P/ASX 200 INDEX,Generic 1st 'HG' Future,Generic 1st 'GC' Future,China Domestic Steel Rebar 25,Iron Ore delivered to Qingdao,Generic 1st 'XW' Future,DOLLAR INDEX SPOT,Citi Terms of Trade Index - Au,Bloomberg JPMorgan Asia Dollar,AUD-USD RR 25D 3M,CBOE SPX VOLATILITY INDX
8/17/2009,Long,0.8268,0.8205,17.9,84.637,199.6554,3.432,224.2,819.83,156.665,979.73,11395.01,4388.4,277.05,934.3,4184,99.04,73.5,79.292,22.33,107.54,-2.735,27.89
8/18/2009,Long,0.8287,0.8268,22,88.191,199.783,3.3807,227.2,825.19,156.667,989.67,11448.66,4381.6,276.15,937.7,4126,95.13,73.3,78.937,22.56,107.96,-2.77,26.18
8/19/2009,Long,0.8313,0.8287,22.7,88.243,199.0556,3.3489,226.5,822.9,158.794,996.46,11260.83,4373.8,276.05,943.3,4081,93.89,73.2,78.469,22.17,107.84,-2.7,26.26
8/20/2009,Long,0.8348,0.8313,19.9,86.532,204.7157,3.4301,229.7,837.1,154,1007.37,11518.84,4377.5,274.15,940.3,3990,94.3,73.4,78.384,22.16,108.16,-2.64,25.09
8/21/2009,Long,0.8389,0.8348,19.9,86.226,187.0078,3.2833,234.9,845.5,147.875,1026.13,11464.73,4290.6,288.05,953.2,3924,91.41,72.9,78.044,22.39,108.17,-2.645,25.01
8/24/2009,Short,0.8357,0.8389,17.5,83.771,208.046,3.527,236.8,861.4,138.172,1025.57,11703.49,4426.1,291.5,942.3,3910,89.1,72.7,78.271,22.6,108.2,-2.5075,25.14
8/25/2009,Short,0.8284,0.8357,13.4,81.302,196.461,3.4439,237.8,858.3,140.458,1028,11654.81,4405.8,285.6,944.5,3842,88.32,72.7,78.243,22.5,107.89,-2.435,24.92
8/26/2009,Long,0.8392,0.8284,13.6,83.663,193.514,3.3483,236.5,851.9,142.546,1028.12,11657.13,4454.5,285.7,944.3,3765,84.5,72.75,78.661,22.3,107.84,-2.4775,24.95
8/27/2009,Long,0.8411,0.8392,14.5,85.308,184.5359,3.2608,235.2,844,149.122,1030.98,11570.67,4450.8,284.85,945.5,3735,83.85,72.7,78.009,22.01,108,-2.51,24.68
8/28/2009,Long,0.8439,0.8411,6.2,78.045,197.1911,3.5592,237.5,851.5,139.853,1028.93,11433.98,4489.6,292.3,957.5,3737,82.44,72.35,78.366,22.11,108.02,-2.45,24.76
8/31/2009,Short,0.826,0.8439,12.2,73.679,201.7974,3.5884,236,839.5,141.083,1020.62,11278.26,4479.1,280.8,952.2,3747,82.44,68.6,78.172,22.28,107.97,-2.44,26.01
09/01/09,Long,0.8337,0.826,14.1,78.051,198.4477,3.5201,231.7,842.1,144.701,998.04,11342.28,4514.6,279.65,955.2,3764,79.11,67.75,78.76,21.4,107.84,-2.475,29.15
09/02/09,Long,0.8403,0.8337,15.8,76.051,208.0846,3.5707,230.6,831,148.268,994.75,11192.39,4438.2,280.25,977.1,3735,77.39,66.7,78.376,21.27,107.95,-2.5825,28.9
09/03/09,Long,0.8507,0.8403,18.9,74.441,202.6605,3.525,230.7,841,143.709,1003.24,11429.21,4429.6,284.35,996.3,3681,76.23,66.9,78.465,21.72,108.01,-2.5425,27.1
09/04/09,Long,0.8557,0.8507,20.6,74.686,199.533,3.552,233.9,853.3,139.919,1016.4,11760.55,4435.5,284.35,995.4,3601,75.26,66.35,78.136,21.69,108.18,-2.485,25.26
09/07/09,Long,0.8617,0.8557,19.4,74.217,205.2023,3.6294,237.2,865,136.69,1016.4,11979.15,4454.4,284.35,995.4,3579,75.44,66.2,78.012,21.69,108.33,-2.445,25.26
09/08/09,Long,0.8624,0.8617,20.4,75.002,194.6247,3.5386,237.9,880.8,133.095,1025.39,12275.66,4523.8,293.45,998.5,3560,75.39,66.5,77.323,22.18,108.74,-2.355,25.62
09/09/09,Long,0.864,0.8624,22,79.056,191.0203,3.4512,240.1,879.9,131.182,1033.37,12105.54,4522.2,290.6,995.9,3552,75.78,66.9,77.09,22.33,108.7,-2.295,24.32
09/10/09,Short,0.8634,0.864,28.4,87.122,206.0292,3.3728,240.5,887.1,125.412,1044.14,12216.82,4570.8,285.95,995.7,3582,76.88,67.5,76.817,22.61,108.71,-2.2875,23.55
09/11/09,Short,0.8622,0.8634,23.6,84.622,192.6446,3.2884,241.7,894.3,123.923,1042.73,12268.21,4596.1,282.75,1005.2,3598,77.25,67,76.608,22.68,108.84,-2.31,24.15
9/14/2009,Long,0.8634,0.8622,24.2,85.724,183.9193,3.2414,240.9,884.6,126.085,1049.34,12157.09,4531.1,278.7,1000.2,3596,78.74,67.1,76.695,22.23,108.67,-2.365,23.86
9/15/2009,Long,0.8735,0.8634,26.2,87.664,179.5863,3.1761,241.4,894,122.667,1052.63,12156.07,4540.3,282.85,1005.3,3592,78.17,67.7,76.544,22.52,108.98,-2.32,23.42
9/16/2009,Short,0.8728,0.8735,23.2,88.371,178.8952,3.1585,244.8,913.5,122.499,1068.76,12525.72,4650.4,292.05,1019.2,3580,78.68,68.4,76.236,23.35,109.35,-2.225,23.69
9/17/2009,Short,0.8675,0.8728,21.5,87.512,194.3095,3.3018,246.1,919.9,107.432,1065.49,12668.25,4714.9,288,1012.6,3579,81.49,68.85,76.188,23.24,109.34,-2.22,23.65
9/18/2009,Short,0.863,0.8675,21,86.935,181.8044,3.2105,244.9,918.9,115.718,1068.3,12614.57,4693.2,277.1,1009.4,3584,80.81,68.4,76.425,22.92,109.34,-2.225,23.92
9/21/2009,Long,0.8735,0.863,21.4,88.646,183.8819,3.235,243,910.7,135.656,1064.66,12418.34,4677.4,279.25,1003.9,3600,81.14,68.25,76.776,22.89,109.26,-2.1875,24.06
9/22/2009,Short,0.8697,0.8735,21.4,90.069,187.9234,3.258,244.2,922.3,96.094,1071.66,12511.55,4663.7,285.25,1014.4,3598,81.91,68.55,76.118,23.09,109.58,-2.1725,23.08
9/23/2009,Short,0.865,0.8697,21.9,91.345,194.1983,3.2677,244.7,918.6,91.125,1060.87,12431.81,4734.1,279.65,1013.1,3598,84.08,68.35,76.047,23.12,109.57,-2.16,23.49
9/24/2009,Long,0.868,0.865,18.7,90.827,191.6683,3.266,240,908.1,93.341,1050.78,12047.25,4701.2,269.95,997.6,3595,84.52,67.95,76.9,22.97,109.57,-2.1,24.95
9/25/2009,Long,0.8725,0.868,20.8,87.226,191.5871,3.1698,239,908.1,99.61,1044.38,12056.48,4713.3,273.1,990.3,3581,85.37,67.95,76.812,22.91,109.57,-2.125,25.61
9/28/2009,Short,0.8703,0.8725,15.7,82.908,186.2796,3.1884,243.2,904.5,113.587,1062.98,11752.65,4677.4,271.4,992.5,3549,85.63,69.7,77.051,22.88,109.47,-2.1375,24.88
9/29/2009,Long,0.8828,0.8703,11.7,78.861,191.521,3.3078,243.6,913.2,107.335,1060.61,11988.37,4753.1,272.9,993.1,3549,85.68,69.55,77.124,23.02,109.53,-2.095,25.19
9/30/2009,Short,0.8697,0.8828,15.5,79.583,205.4338,3.4646,242.5,914.1,108.917,1057.08,11858.15,4743.6,281.9,1008,3549,85.06,71.1,76.653,23.69,110.04,-2.075,25.61
10/01/09,Short,0.8652,0.8697,12.4,78.435,210.399,3.5088,238.6,911.3,111.393,1029.85,11858.15,4701.1,273.7,999.5,3549,85.06,71.05,77.188,23.66,109.79,-2.02,28.27
10/02/09,Long,0.8779,0.8652,12.7,77.243,188.5877,3.3403,234.1,901.4,126.082,1025.21,11526.32,4601.7,268.15,1003.2,3549,85.06,70.45,77.003,23.32,110.09,-2.1225,28.68
10/05/09,Long,0.8902,0.8779,8.2,81.186,198.4492,3.4386,236.1,907,118.309,1040.46,11645.05,4573.3,272.7,1016.7,3549,85.06,70.55,76.642,24.02,110.33,-2.09,26.84
10/06/09,Long,0.8912,0.8902,6.4,72.727,192.1899,3.4814,241.1,926,107.703,1054.72,11986.11,4591.6,278.45,1038.6,3549,85.06,71.55,76.335,24.77,110.53,-2.005,25.7
10/07/09,Long,0.9062,0.8912,5.3,70.623,198.8824,3.5555,240.4,928.9,109.753,1057.58,12319.42,4695.7,277.95,1043.3,3549,85.06,71.95,76.494,25.09,110.59,-1.9125,24.68
10/08/09,Short,0.9038,0.9062,1.5,69.102,199.9408,3.661,243.4,939.9,102.124,1065.48,12455.84,4768.6,289.85,1055.4,3549,85.06,71.95,75.966,25.67,110.86,-1.74,24.18
10/09/09,Long,0.9073,0.9038,2,68.154,184.1442,3.56,242.7,946.3,104.995,1071.49,12496.06,4752.9,283.8,1047.8,3523,85.98,71.5,76.431,25.46,110.65,-1.7425,23.12
10/12/09,Long,0.9089,0.9073,5.7,68.325,197.7528,3.6555,244.3,950.3,103.007,1076.19,12375.93,4739.8,285.7,1056.7,3523,86.08,72,76.126,26.04,110.64,-1.605,23.01
10/13/2009,Long,0.915,0.9089,8,67.763,197.863,3.6641,241.9,951,101.625,1073.19,12507.87,4785.7,279.45,1064.2,3482,86.38,72.1,75.976,25.65,110.6,-1.5,22.99
10/14/2009,Long,0.9206,0.915,8.3,68.185,195.3472,3.6912,247,972.1,99.087,1092.02,12777.74,4831.1,284.45,1063.9,3467,84.39,71.9,75.551,25.6,111.09,-1.345,22.86
10/15/2009,Short,0.9165,0.9206,12,67.285,211.2627,3.8325,247.3,975.8,92.045,1096.56,12859.71,4859.9,285.9,1049.8,3437,84.41,71.7,75.481,25.38,111.03,-1.2475,21.72
10/16/2009,Long,0.9292,0.9165,9.6,66.688,216.5955,3.8631,245.6,966,93.591,1087.68,12751.46,4836.4,284.55,1050.7,3446,84.7,71.4,75.597,25.46,110.66,-1.1425,21.43
10/19/2009,Short,0.9238,0.9292,10.6,66.075,220.0056,3.8628,249.3,977,94.293,1097.91,12947.73,4792.8,296.65,1057.3,3470,85.2,71.4,75.51,25.87,110.81,-1.1475,21.49
10/20/2009,Long,0.9292,0.9238,7.7,63.638,222.7288,3.9364,248.3,972.2,93.133,1091.06,13039.96,4846.2,293.2,1057.8,3519,86.22,70.9,75.565,25.87,110.36,-1.155,20.9
10/21/2009,Short,0.9269,0.9292,11.9,62.866,217.8471,3.8654,249.2,968.3,94.963,1081.4,13001.59,4838.6,303.6,1063.7,3522,86.66,71.7,74.972,26.35,110.53,-1.1475,22.22
10/22/2009,Short,0.9224,0.9269,11.3,62.932,222.2217,3.9581,246.2,961.5,98,1092.91,12959.93,4812.8,299.8,1057.8,3518,87.86,71.95,75.094,26.32,110.3,-1.2175,20.69
10/23/2009,Short,0.9162,0.9224,14,64.169,221.1289,3.9201,244.9,968,96.363,1079.6,13316.02,4859.4,303.45,1055.6,3511,88.02,72.4,75.468,26.26,110.35,-1.1775,22.27
10/26/2009,Long,0.9166,0.9162,12.3,64.058,214.081,3.9066,241.8,966.4,96.845,1066.95,13316.02,4830.3,301.1,1042.1,3531,88.25,71.7,76.061,25.98,110.18,-1.245,24.31
10/27/2009,Short,0.8971,0.9166,14.5,63.281,222.1391,3.9626,242.3,947,95.165,1063.41,13145.59,4753.5,299.9,1034.7,3580,89.08,72.05,76.135,25.74,110.01,-1.4675,24.83
10/28/2009,Long,0.915,0.8971,12.7,63.448,221.1074,3.9277,237.3,916.6,100.002,1042.63,12831.18,4685.1,293.05,1029.9,3597,88.75,72.05,76.425,25.18,109.56,-1.8775,27.91
10/29/2009,Short,0.8997,0.915,19.8,60.811,201.7628,3.7324,241.7,921.3,105.066,1066.11,12466.67,4574.7,302.95,1047.1,3585,88.86,72.45,75.917,25.74,110.07,-2.22,24.76
10/30/2009,Long,0.904,0.8997,23.4,61.979,215.9752,3.7999,236.9,914.3,96.412,1036.19,12769.36,4643.2,295.55,1040.4,3560,88.92,72.3,76.3,25.27,109.84,-2.1975,30.69
11/02/09,Short,0.9024,0.904,22.5,61.457,210.6085,3.7681,237.6,911.2,100.827,1042.88,12741.88,4540.4,294.5,1054,3568,89.23,74.15,76.29,25.32,110.06,-2.4625,29.78
11/03/09,Long,0.9099,0.9024,26.8,63.924,198.5356,3.6302,234.9,903.5,101.541,1045.41,12500.64,4531.5,295.6,1084.9,3615,90.8,75,76.386,25.32,109.96,-2.685,28.81
11/04/09,Long,0.9102,0.9099,30.9,66.182,200.3408,3.6595,239.1,926.1,102.388,1046.5,12830.15,4540.1,299.3,1087.3,3605,92.23,75.25,75.643,25.56,110.38,-2.435,27.72
11/05/09,Long,0.9189,0.9102,29.2,66.513,203.9335,3.7334,240.5,930.1,99.825,1066.63,12805.26,4508,295.7,1089.3,3605,93.85,75.75,75.741,25.61,110.26,-2.31,25.43
11/06/09,Long,0.9297,0.9189,26.3,68.187,211.9684,3.8313,241.1,936.4,100.835,1069.3,13017.2,4594,295.25,1095.7,3591,95.8,76.65,75.819,25.55,110.53,-2.255,24.19
11/09/09,Long,0.9304,0.9297,27.8,69.134,216.8946,3.8378,245.7,959.7,99.218,1093.08,13318.48,4674.9,296.75,1101.4,3615,96.1,77,75.026,25.9,111.05,-2.0825,23.15
11/10/09,Short,0.9298,0.9304,26.7,69.207,216.3068,3.8526,245.3,963.1,98.622,1093.01,13367.19,4733.6,296.15,1102.5,3648,96.61,76.85,75.021,25.89,110.8,-2.055,22.84
11/11/09,Short,0.9235,0.9298,24.9,68.933,210.9395,3.8308,246.2,972.1,98.03,1098.51,13460.43,4757,296.6,1114.6,3649,96.48,78.1,75.162,26.23,111.01,-2.0275,23.04
11/12/09,Long,0.933,0.9235,19.3,67.74,212.8261,3.8947,246.6,958.9,90.506,1087.24,13324.99,4747.9,294.75,1106.6,3651,98.34,77.8,75.596,26.01,110.75,-1.9275,24.24
11/13/2009,Long,0.9369,0.933,21.7,67.298,213.8081,3.8591,247.8,962.5,92.332,1093.48,13461.79,4706.4,297.25,1116.7,3646,99.29,78.55,75.334,26.27,111.14,-2.005,23.36
11/16/2009,Short,0.9306,0.9369,25.7,67.409,223.405,3.8712,251.3,982.4,87.875,1109.3,13751.65,4755.2,310.35,1139.2,3657,100.81,79.7,74.894,27.22,111.24,-1.97,22.89
11/17/2009,Short,0.9295,0.9306,25.6,66.144,212.8923,3.777,250.4,980.4,87.875,1110.32,13732.05,4729.4,310.85,1139.4,3647,100.67,80.15,75.369,27.12,111.11,-2.0775,22.41
11/18/2009,Short,0.9186,0.9295,25.1,65.324,210.7391,3.8262,249.7,981.8,88.521,1109.8,13688.01,4739,311.05,1141.2,3621,102.06,80.2,75.185,27.2,111.15,-2.08,21.63
11/19/2009,Short,0.9147,0.9186,26.4,64.564,207.4361,3.8005,245.5,968.5,92.83,1094.9,13470.98,4749.2,308.1,1141.9,3617,101.47,80.1,75.293,26.79,110.68,-2.1825,22.63
11/20/2009,Long,0.9239,0.9147,29.8,65.239,202.7717,3.7203,243.6,965.1,93.531,1091.38,13329.66,4685.8,310.8,1146.8,3627,101.44,80.4,75.656,26.9,110.72,-2.5825,22.19
11/23/2009,Short,0.9192,0.9239,26.3,64.487,201.2697,3.731,248.5,977.2,93.201,1106.24,13625.06,4717,313.55,1164.7,3646,102.92,80.35,75.085,27.16,111.02,-2.5575,21.16
11/24/2009,Long,0.9321,0.9192,26.2,64.442,204.7719,3.718,246.9,972.2,91.541,1105.65,13369.33,4685,311.35,1165.8,3668,103.28,79.7,75.068,26.85,110.97,-2.6175,20.47
11/25/2009,Short,0.9137,0.9321,27.8,63.69,212.6365,3.7389,248,978.7,91.469,1110.63,13446.09,4722.2,316.5,1187,3674,102.44,80.25,74.269,27.32,111.22,-2.61,20.48
11/26/2009,Short,0.9063,0.9137,25.2,63.154,202.3539,3.6672,239.9,958,93.323,1110.63,13146.28,4708.6,316.5,1187,3689,101.47,80.3,74.826,27.32,110.83,-2.9075,20.48
11/27/2009,Long,0.916,0.9063,27.6,63.363,200.6042,3.6223,242.6,941,103.634,1091.49,12472.13,4572.1,309.35,1174.2,3690,101.53,80.1,74.996,27.01,110.51,-3.385,24.74
11/30/2009,Long,0.925,0.916,28.1,64.107,204.2211,3.6549,239.2,953.1,100.482,1095.63,12980.33,4701.3,314.85,1181.1,3687,100.66,81.8,74.879,27.09,110.81,-3.2925,24.51
12/01/09,Short,0.9248,0.925,34.1,61.805,192.2779,3.5754,245.6,973.3,95.85,1108.86,13229.36,4719,320.35,1199.1,3674,97.67,81.35,74.365,27.33,111.14,-3.0825,21.92
12/02/09,Short,0.9239,0.9248,36.2,67.535,201.3937,3.5684,246.8,981.6,94.272,1109.24,13341.17,4762.4,323.15,1212,3675,97.74,81.2,74.669,27.45,111.09,-2.68,21.12
12/03/09,Short,0.9147,0.9239,33.3,68.306,196.2963,3.6128,246.3,986.1,97.938,1099.92,13459.06,4774.6,321.95,1217.4,3675,97.97,81,74.631,27.2,111.3,-2.66,22.46
12/04/09,Short,0.9127,0.9147,33.6,68.172,190.3332,3.5282,249,983.3,98.693,1105.98,13461.55,4702.2,321.35,1168.8,3688,98.84,80.7,75.911,26.95,111.04,-2.67,21.25
12/07/09,Short,0.9038,0.9127,31.8,68.081,203.5486,3.7079,247.9,980.3,97.674,1103.25,13358.3,4676.5,318.5,1163.4,3688,98.02,80.5,75.767,27.02,110.92,-2.7575,22.1
12/08/09,Long,0.9086,0.9038,35.3,68.207,210.6702,3.7341,244,969.2,93.071,1091.94,13152.1,4670.6,313.95,1142.8,3686,98.38,80.4,76.31,27.16,110.66,-2.8725,23.69
12/09/09,Long,0.9166,0.9086,37.4,69,201.0876,3.6375,241.4,962.6,93.855,1095.95,12899.36,4637.9,309.8,1120.4,3678,99.19,80.75,76.038,27.13,110.74,-2.94,22.66
12/10/09,Short,0.9127,0.9166,30,67.519,194.9749,3.7048,243.9,965.3,93.947,1102.35,12866.13,4606.7,307.95,1125.7,3667,100.41,80.5,76.045,27.18,110.83,-3.02,22.32
12/11/09,Long,0.9167,0.9127,30.9,65.194,196.1646,3.7518,245.1,972.8,97.776,1106.41,12967.49,4635.2,311,1119.4,3663,100.62,80.4,76.573,27.53,110.68,-2.765,21.59
12/14/2009,Short,0.9062,0.9167,33.7,65.285,197.5947,3.6873,247,979.2,86.33,1114.11,13049.34,4654,313,1123.3,3580,101.28,80.45,76.352,27.78,110.85,-2.81,21.15
12/15/2009,Short,0.9007,0.9062,36.7,70.796,193.093,3.5947,247.2,975,86.721,1107.93,12866.99,4673.5,312.1,1122.4,3580,102.16,80.9,76.961,27.89,110.65,-2.6425,21.49
12/16/2009,Short,0.8867,0.9007,42.3,71.308,184.122,3.4715,250.3,973.4,87.686,1109.18,12691.43,4661.9,318.6,1135.5,3671,103.8,81.55,76.995,28.46,110.57,-2.73,20.54
12/17/2009,Long,0.8902,0.8867,43.3,74.197,200.0984,3.554,247.2,954.9,86.852,1096.08,12501.2,4670.3,311.05,1106.8,3669,106.16,81.55,77.694,28.03,110.03,-2.725,22.51
12/18/2009,Short,0.8815,0.8902,38.3,72.957,181.3118,3.4465,246.2,950.2,94.355,1102.47,12334.82,4650.5,312.1,1110.8,3685,106.55,81.45,77.821,28.3,110.18,-2.7425,21.68
12/21/2009,Short,0.8759,0.8815,37.8,73.262,172.5483,3.4332,249.6,946.4,88.404,1114.05,12203.17,4635.1,314.05,1095.4,3685,106.28,81.5,78.037,28.55,110.17,-2.735,20.49
12/22/2009,Long,0.8799,0.8759,42.6,74.319,174.3726,3.4238,251.2,953.9,97.375,1118.02,12349.86,4704.2,312,1086,3711,106.57,81.7,78.25,28.52,110.21,-2.8325,19.54
12/23/2009,Long,0.883,0.8799,43,75.732,179.57,3.4351,251.9,964.4,92.117,1120.59,12528.66,4739.3,318.45,1093.3,3722,106.85,81.6,77.897,28.81,110.28,-2.8875,19.71
12/24/2009,Long,0.8842,0.883,48.1,76.772,177.2105,3.3622,251.9,973.9,97.009,1126.48,12673.74,4790.9,327.1,1104.1,3737,107.1,81.6,77.734,28.71,110.37,-2.8975,19.47
12/25/2009,Long,0.887,0.8842,48.5,76.5,177.2009,3.3619,251.9,974.2,96.994,1126.48,12673.74,4790.9,327.1,1104.1,3738,107.1,81.6,77.734,28.71,110.34,-2.87,19.47
12/28/2009,Long,0.8949,0.887,53.5,76.5,173.4749,3.2872,253.2,981.1,85.449,1127.78,12669.52,4790.9,331.65,1107.2,3772,107.1,87.75,77.633,28.88,110.43,-2.895,19.93
12/29/2009,Short,0.8945,0.8949,47.3,77.463,194.1657,3.4117,254.1,980.6,83.526,1126.2,12644.93,4845.1,329.6,1097,3783,108.93,88.95,77.831,29.08,110.42,-2.7475,20.01
12/30/2009,Long,0.8977,0.8945,47.1,76.47,190.2315,3.3728,253.2,980.6,96.941,1126.42,12530.77,4833.3,334.5,1092.5,3795,109.57,89.6,77.914,29.02,110.5,-2.6925,19.96
12/31/2009,Long,0.898,0.8977,47.9,76.343,180.7072,3.2663,253.9,989.5,84.135,1115.1,12794.13,4870.6,334.65,1096.2,3806,113.34,90.1,77.86,29.01,110.67,-2.6725,21.68
01/01/10,Long,0.9126,0.898,48.7,76.021,180.8002,3.2603,253.9,989.5,84.132,1115.1,12794.13,4870.6,334.65,1096.2,3806,113.34,90.1,77.86,29.01,110.66,-2.6775,21.68
01/04/10,Short,0.9119,0.9126,46.7,77.736,194.0515,3.448,257.7,"1,004.50",91.581,1132.99,12750.55,4876.3,340.6,1118.3,3821,117.46,92.45,77.525,29.99,111.17,-2.5675,20.04
01/05/10,Long,0.9198,0.9119,39.6,78.025,186.0184,3.437,257.6,"1,015.30",89.875,1136.52,13142.03,4924.3,341.35,1118.7,3865,119.85,96.1,77.619,30.63,111.29,-2.33,19.35
01/06/10,Short,0.9174,0.9198,41.9,78.866,183.4148,3.4559,258,"1,021.80",79.967,1137.14,13246.21,4921.4,349.45,1136.5,3874,121.95,97.5,77.493,31.43,111.65,-2.1125,19.16
01/07/10,Long,0.9248,0.9174,36.4,79.086,182.1997,3.4666,258,"1,014.40",80,1141.69,13073.2,4899.4,342.7,1133.7,3887,123.22,102.45,77.913,31.47,111.45,-1.9275,19.06
01/08/10,Long,0.9296,0.9248,39.1,78.928,185.1545,3.5254,259.2,"1,016.40",79.802,1144.98,13035.09,4912.1,340.05,1138.9,3878,127.61,101.1,77.471,30.9,111.78,-1.9325,18.13
01/11/10,Short,0.92,0.9296,36.9,78.148,186.7362,3.5988,258.8,"1,028.10",78.381,1146.98,13119.03,4950.7,344.1,1151.4,3863,126.31,97.85,77.005,30.74,111.98,-1.695,17.55
01/12/10,Long,0.9242,0.92,35.4,78.004,192.1932,3.5953,256.4,"1,021.20",78.804,1136.22,12967.37,4899.5,334.95,1129.4,3860,123.89,96,76.954,29.88,111.86,-1.7175,18.25
1/13/2010,Long,0.9318,0.9242,32.6,76.716,173.1046,3.4694,257,"1,012.10",79.825,1145.68,12482.18,4868.1,340,1136.8,3859,127.24,95.35,76.846,29.83,111.89,-1.8375,17.85
1/14/2010,Short,0.9228,0.9318,28.9,75.998,185.9771,3.6301,258.8,"1,013.30",79.629,1148.46,12363.37,4898,338.75,1143,3854,127.2,96.35,76.732,30.18,111.94,-1.7825,17.63
1/15/2010,Long,0.9263,0.9228,31.5,76.745,191.0586,3.6405,256.4,"1,010.80",78.987,1136.03,12356.88,4899.6,336.6,1130.5,3848,127.85,97.45,77.323,30.29,111.73,-1.8625,17.91
1/18/2010,Short,0.9232,0.9263,29,77.374,184.3776,3.593,258.2,"1,012.60",80.866,1136.03,12290.26,4911.1,336.6,1130.5,3838,127.22,98.55,77.064,30.29,111.85,-1.8775,17.91
1/19/2010,Short,0.9101,0.9232,28,77.409,179.9351,3.5511,260.3,"1,013.40",80.475,1150.23,12600.76,4861.2,344.7,1140,3830,126.32,98.85,77.5,29.15,111.7,-1.8925,17.58
1/20/2010,Short,0.8998,0.9101,30.9,78.112,188.4025,3.5715,256.3,997.5,81.096,1138.04,12282.09,4868.2,335.5,1112.6,3821,124.74,96.9,78.338,28.52,111.23,-2.2,18.68
1/21/2010,Long,0.9007,0.8998,30.3,78.242,194.0681,3.6116,252.8,981.2,81.478,1116.48,11957.83,4827.2,329.5,1103.2,3821,123.27,94.5,78.32,28.91,111.18,-2.385,22.27
1/22/2010,Long,0.9042,0.9007,30.9,77.349,182.3367,3.561,249.9,963.9,84.028,1091.76,11975.65,4750.6,334.7,1089.7,3819,123.11,95.45,78.277,29.2,110.93,-2.43,27.31
1/25/2010,Short,0.8986,0.9042,36,76.824,184.352,3.5304,248.3,959.1,84.019,1096.78,11858.46,4717.9,339.3,1095.7,3805,122.8,95.95,78.19,29.12,111.11,-2.3225,25.41
1/26/2010,Short,0.8954,0.8986,36.1,76.272,185.1802,3.5435,249.4,938.1,85.389,1092.17,11410.12,4717.9,333.95,1098.3,3800,120.35,95.2,78.432,29.02,110.81,-2.4475,24.55
1/27/2010,Short,0.8946,0.8954,30.9,76.746,175.3969,3.4105,247.3,928.7,93.431,1097.5,11372.69,4644.6,322.25,1084.5,3786,118.34,94.65,78.675,28.65,110.64,-2.355,23.14
